combat_id,start_time,player_ids,player_info,monsters_info,party_size,total_slots,total_max_slots,party_classes_with_level,party_total_class_composition,player_individual_hp_ratios,player_individual_ac,player_individual_prof_bonus,player_individual_strength,player_individual_dexterity,player_individual_constitution,player_individual_intelligence,player_individual_wisdom,player_individual_charisma,monster_types,monster_number,monster_total_level,party_total_level,party_level1_spellslots,party_level2_spellslots,party_level3_spellslots,party_level4_spellslots,party_level5_spellslots,party_level6_spellslots,party_level7_spellslots,party_level8_spellslots,party_level9_spellslots,party_total_ac,party_total_precombat_hp,party_total_postcombat_hp,party_total_hpratio,party_total_prof_bonus,party_total_strength,party_total_dexterity,party_total_constitution,party_total_intelligence,party_total_wisdom,party_total_charisma,player_monster_ratio,monster_player_ratio,Blood Hunter,Ranger,Bard,Rogue,Warlock,Wizard,Druid,Monk,Paladin,Fighter,Barbarian,Cleric,Sorcerer,weighted_monster_level,weighted_spell_slots
1666382347-70b4a0f8-dc0d-4f99-9cab-76a30cd044ef,1666382347.7382803,['264593216964688363'],"[{'hp_ratio': (0, 124), 'class': [('Fighter', 6), ('Barbarian', 3)], 'slots': {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'max_slots': {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'ac': 17, 'stats': {'prof_bonus': 4, 'strength': 16, 'dexterity': 14, 'constitution': 20, 'intelligence': 8, 'wisdom': 12, 'charisma': 8}}]","[{'monster_id': 'a0409d3e-a560-4b6d-bc55-c18b7a6902e9', 'monster_code': 'Reta', 'monster_name': 'Reta', 'level': 11.0}]",1,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","[('Fighter', 6), ('Barbarian', 3)]","['Fighter', 'Barbarian']","[(0, 124)]",[17],[4],[16],[14],[20],[8],[12],[8],['Reta'],1,11,9,0,0,0,0,0,0,0,0,0,17,124,0,0.00,4,16,14,20,8,12,8,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,11,0
1662584949-b75ff33e-8740-4613-b350-52588af43f61,1662584949.391557,['317242839250620634'],"[{'hp_ratio': (0, 28), 'class': [('Blood Hunter', 3)], 'slots': {'1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'max_slots': {'1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'ac': 14, 'stats': {'prof_bonus': 2, 'strength': 20, 'dexterity': 15, 'constitution': 15, 'intelligence': 18, 'wisdom': 13, 'charisma': 10}}]","[{'monster_id': 'aeac89f5-0b82-43f9-8bcb-20356f20da4e', 'monster_code': 'HO1', 'monster_name': 'Half-Ogre', 'level': 1.0}]",1,"{'1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","{'1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","[('Blood Hunter', 3)]",['Blood Hunter'],"[(0, 28)]",[14],[2],[20],[15],[15],[18],[13],[10],['Half-Ogre'],1,1,3,1,0,0,0,0,0,0,0,0,14,28,0,0.00,2,20,15,15,18,13,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
1664771087-17ae3a0b-b69c-4598-8ef0-0f72fe92b0d4,1664771087.814328,['236773560733873210'],"[{'hp_ratio': (0, 111), 'class': [('Monk', 8), ('Fighter', 4), ('Druid', 1)], 'slots': {'1': 3, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'max_slots': {'1': 3, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'ac': 17, 'stats': {'prof_bonus': 5, 'strength': 19, 'dexterity': 16, 'constitution': 17, 'intelligence': 8, 'wisdom': 16, 'charisma': 12}}]","[{'monster_id': 'f0728a15-436f-47b0-be6c-1b5eeb17ecd9', 'monster_code': 'CG1', 'monster_name': 'Cloud Giant', 'level': 9.0}]",1,"{'1': 3, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","{'1': 3, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","[('Monk', 8), ('Fighter', 4), ('Druid', 1)]","['Monk', 'Fighter', 'Druid']","[(0, 111)]",[17],[5],[19],[16],[17],[8],[16],[12],['Cloud Giant'],1,9,13,3,0,0,0,0,0,0,0,0,17,111,0,0.00,5,19,16,17,8,16,12,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,9,18
1663730581-3a5305c3-26e6-4ef4-a1f5-50758caaa6f2,1663730581.7070658,['753313111965843135'],"[{'hp_ratio': (0, 81), 'class': [('Paladin', 7)], 'slots': {'1': 2, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'max_slots': {'1': 4, '2': 3, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'ac': 18, 'stats': {'prof_bonus': 3, 'strength': 19, 'dexterity': 10, 'constitution': 16, 'intelligence': 9, 'wisdom': 12, 'charisma': 20}}]","[{'monster_id': '459971bf-e4ad-42f4-b3cc-f0a66dbe3011', 'monster_code': 'YMZ1', 'monster_name': 'Yellow Musk Zombie', 'level': 0.25}, {'monster_id': 'e387de26-b192-4734-96c9-3525af4fcfeb', 'monster_code': 'GR1', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': '9291461f-9a47-4cf6-8270-426a6d728699', 'monster_code': 'GR1', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': '956296a3-2ebd-464c-95f2-c48f9831b55a', 'monster_code': 'GR2', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': '80975df2-8fdd-4111-9e91-546b452e6b0f', 'monster_code': 'GR1', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': 'f076ef9c-8ab4-4d8f-9d10-2139122b65d6', 'monster_code': 'GR2', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': 'f4861142-07fb-40e1-ab2e-d4183110e82b', 'monster_code': 'SoR1', 'monster_name': 'Swarm of Rats', 'level': 0.25}, {'monster_id': 'f06ccc69-12ee-4a37-a41f-59d487d1040f', 'monster_code': 'GR1', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': 'c8a207ed-171a-4945-916e-b94ca7dd97d6', 'monster_code': 'GR2', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': '963a3a70-0a19-4c94-9852-79f5edd0e6fa', 'monster_code': 'GR3', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': 'ec4e44fb-b0cd-4779-bb94-abda1d75fc7c', 'monster_code': 'SoR1', 'monster_name': 'Swarm of Rats', 'level': 0.25}, {'monster_id': '6f1cc187-82e6-4d54-8913-0cdd1831d566', 'monster_code': 'GR3', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': '79920e0c-3f0f-4537-a35d-9411408f214c', 'monster_code': 'GR1', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': '2b91f1c5-5225-49e4-a0e4-d3f9b863609b', 'monster_code': 'GR2', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': '4577a05c-86bb-4da7-85e3-ecaa54410352', 'monster_code': 'SoR2', 'monster_name': 'Swarm of Rats', 'level': 0.25}, {'monster_id': '23486c96-6d0b-4668-8d71-e76731476b17', 'monster_code': 'SoR1', 'monster_name': 'Swarm of Rats', 'level': 0.25}, {'monster_id': '3018effc-0c79-4fa3-998f-035e69b31f32', 'monster_code': 'GR1', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': '50bec485-f060-45cf-961b-ed2d5527af26', 'monster_code': 'GR2', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': '188b8427-8c3f-4dc5-834c-c3a597cfff8f', 'monster_code': 'GR3', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': 'a3675118-5819-434d-9100-d53c636a2fb6', 'monster_code': 'GR4', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': '0c308f99-7980-4f32-8f05-ecf99c1ebc9f', 'monster_code': 'SoR2', 'monster_name': 'Swarm of Rats', 'level': 0.25}, {'monster_id': '21c052d8-f8c4-49a0-b80b-d614b200b0f3', 'monster_code': 'SoR1', 'monster_name': 'Swarm of Rats', 'level': 0.25}, {'monster_id': '9e946d7e-5383-4b5f-b9b4-6cbe99cc0c17', 'monster_code': 'GR1', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': 'a8ee31ba-171e-4007-a080-c9d5e9a48405', 'monster_code': 'GR3', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': '93a45bc4-7ebf-4e1e-98e9-5c9176c5f4c3', 'monster_code': 'GR4', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': 'c91c85d2-8175-4cbf-af5e-ab15314ae5f1', 'monster_code': 'GR2', 'monster_name': 'Giant Rat', 'level': 0.125}, {'monster_id': '98ebe3f0-8034-4686-8abd-519cec27eab8', 'monster_code': 'SoR1', 'monster_name': 'Swarm of Rats', 'level': 0.25}, {'monster_id': '4257ec2f-d488-4319-a368-b891a655f2bf', 'monster_code': 'SoR3', 'monster_name': 'Swarm of Rats', 'level': 0.25}, {'monster_id': '82f9d66b-ff05-4a35-bf1d-5e2c3dd698d7', 'monster_code': 'SoR2', 'monster_name': 'Swarm of Rats', 'level': 0.25}]",1,"{'1': 2, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","{'1': 4, '2': 3, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","[('Paladin', 7)]",['Paladin'],"[(0, 81)]",[18],[3],[19],[10],[16],[9],[12],[20],"['Yellow Musk Zombie', 'Giant Rat', 'Giant Rat', 'Giant Rat', 'Giant Rat', 'Giant Rat', 'Swarm of Rats', 'Giant Rat', 'Giant Rat', 'Giant Rat', 'Swarm of Rats', 'Giant Rat', 'Giant Rat', 'Giant Rat', 'Swarm of Rats', 'Swarm of Rats', 'Giant Rat', 'Giant Rat', 'Giant Rat', 'Giant Rat', 'Swarm of Rats', 'Swarm of Rats', 'Giant Rat', 'Giant Rat', 'Giant Rat', 'Giant Rat', 'Swarm of Rats', 'Swarm of Rats', 'Swarm of Rats']",29,4.875,7,2,0,0,0,0,0,0,0,0,18,81,0,0.00,3,19,10,16,9,12,20,0.034482759,29,0,0,0,0,0,0,0,0,1,0,0,0,0,19.5,12
1666099457-c2626eab-b6b9-4609-afd0-a4afaeeafcee,1666099457.5963807,['321444462285149813'],"[{'hp_ratio': (0, 52), 'class': [('Ranger', 6), ('Fighter', 2)], 'slots': {'1': 4, '2': 2, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'max_slots': {'1': 4, '2': 2, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'ac': 17, 'stats': {'prof_bonus': 3, 'strength': 11, 'dexterity': 19, 'constitution': 11, 'intelligence': 11, 'wisdom': 15, 'charisma': 10}}]","[{'monster_id': '2533d762-eadb-43eb-88be-efdc3ffcafb1', 'monster_code': 'TR1', 'monster_name': 'Tyrannosaurus Rex', 'level': 8.0}]",1,"{'1': 4, '2': 2, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","{'1': 4, '2': 2, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","[('Ranger', 6), ('Fighter', 2)]","['Ranger', 'Fighter']","[(0, 52)]",[17],[3],[11],[19],[11],[11],[15],[10],['Tyrannosaurus Rex'],1,8,8,4,2,0,0,0,0,0,0,0,17,52,0,0.00,3,11,19,11,11,15,10,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,8,58
1659670842-c1528450-0173-4fe2-a54a-494875358ae0,1659670842.588816,"['163631059791733886', '640172978900337268']","[{'hp_ratio': (0, 31), 'class': [('Cleric', 4)], 'slots': {'1': 4, '2': 3, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'max_slots': {'1': 4, '2': 3, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'ac': 18, 'stats': {'prof_bonus': 2, 'strength': 20, 'dexterity': 12, 'constitution': 14, 'intelligence': 12, 'wisdom': 17, 'charisma': 10}}, {'hp_ratio': (0, 35), 'class': [('Cleric', 4)], 'slots': {'1': 4, '2': 3, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'max_slots': {'1': 4, '2': 3, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'ac': 16, 'stats': {'prof_bonus': 2, 'strength': 16, 'dexterity': 14, 'constitution': 16, 'intelligence': 10, 'wisdom': 16, 'charisma': 12}}]","[{'monster_id': '63bc074e-5e2a-44d1-8b42-7f4ffc0b393d', 'monster_code': 'BB1', 'monster_name': 'Brown Bear', 'level': 1.0}, {'monster_id': '8d431994-fb8c-47e4-95d8-a5e46538b2ba', 'monster_code': 'FS2', 'monster_name': 'Flying Snake', 'level': 0.125}, {'monster_id': 'e6b2af78-338b-48e9-8d74-50f2401977fa', 'monster_code': 'FS3', 'monster_name': 'Flying Snake', 'level': 0.125}, {'monster_id': '8c149550-f813-4182-843b-7ba9ba47e502', 'monster_code': 'FS10', 'monster_name': 'Flying Snake', 'level': 0.125}, {'monster_id': '8fa999e3-e59e-4a10-b8d2-1af3c3873f29', 'monster_code': 'FS8', 'monster_name': 'Flying Snake', 'level': 0.125}, {'monster_id': 'f14634bd-0879-4346-b8df-8ce4fbfd8a09', 'monster_code': 'FS5', 'monster_name': 'Flying Snake', 'level': 0.125}, {'monster_id': '771fcb15-3b33-46eb-aec6-23030e54aa75', 'monster_code': 'FS7', 'monster_name': 'Flying Snake', 'level': 0.125}, {'monster_id': '1956ba9f-76dd-4f8f-b7ca-ab84e2870953', 'monster_code': 'FS12', 'monster_name': 'Flying Snake', 'level': 0.125}, {'monster_id': '119cb1d3-5594-4f5a-b86b-105627d62fe8', 'monster_code': 'FS1', 'monster_name': 'Flying Snake', 'level': 0.125}, {'monster_id': '669324e2-712c-4a87-8c32-c45f43723f47', 'monster_code': 'FS13', 'monster_name': 'Flying Snake', 'level': 0.125}, {'monster_id': 'f21c2602-b248-4700-a04b-35cd33d63b2c', 'monster_code': 'FS4', 'monster_name': 'Flying Snake', 'level': 0.125}, {'monster_id': '4ea7a6f8-d82f-4e1f-be79-895c46c50972', 'monster_code': 'FS6', 'monster_name': 'Flying Snake', 'level': 0.125}, {'monster_id': 'f9ae9efe-a889-4173-b6a4-ac5409cf6747', 'monster_code': 'FS11', 'monster_name': 'Flying Snake', 'level': 0.125}, {'monster_id': 'a1f0fc13-9419-4e78-8c8c-9c7f8b0df247', 'monster_code': 'FS14', 'monster_name': 'Flying Snake', 'level': 0.125}, {'monster_id': '94894060-1b6e-4c45-b869-df730ada1288', 'monster_code': 'FS9', 'monster_name': 'Flying Snake', 'level': 0.125}]",2,"{'1': 8, '2': 6, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","{'1': 8, '2': 6, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","[('Cleric', 4), ('Cleric', 4)]","['Cleric', 'Cleric']","[(0, 31), (0, 35)]","[18, 16]","[2, 2]","[20, 16]","[12, 14]","[14, 16]","[12, 10]","[17, 16]","[10, 12]","['Brown Bear', 'Flying Snake', 'Flying Snake', 'Flying Snake', 'Flying Snake', 'Flying Snake', 'Flying Snake', 'Flying Snake', 'Flying Snake', 'Flying Snake', 'Flying Snake', 'Flying Snake', 'Flying Snake', 'Flying Snake', 'Flying Snake']",15,2.75,8,8,6,0,0,0,0,0,0,0,34,66,0,0.00,4,36,26,30,22,33,22,0.1333333333333333,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0,11,150
1657765646-66b19de8-5d82-4207-930d-90ce1aaa408e,1657765646.2556677,['163432491052587407'],"[{'hp_ratio': (0, 89), 'class': [('Monk', 13), ('Barbarian', 1)], 'slots': {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'max_slots': {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'ac': 14, 'stats': {'prof_bonus': 5, 'strength': 17, 'dexterity': 14, 'constitution': 13, 'intelligence': 11, 'wisdom': 14, 'charisma': 15}}]","[{'monster_id': '930df4a2-b27f-4672-99e8-209fc801cbf8', 'monster_code': 'GR2', 'monster_name': 'Griffon', 'level': 2.0}, {'monster_id': '751da73f-090f-4d85-a41d-8c8bef4e9fff', 'monster_code': 'GR1', 'monster_name': 'Griffon', 'level': 2.0}, {'monster_id': '3d4fcf0b-7f5b-46d8-8bf3-89ddf38529f3', 'monster_code': 'GR4', 'monster_name': 'Griffon', 'level': 2.0}, {'monster_id': '2b0dc619-89fb-4853-8c08-0ee7dfe47dd0', 'monster_code': 'GR5', 'monster_name': 'Griffon', 'level': 2.0}, {'monster_id': 'cd3d19ff-50fa-4d20-9092-197bb3e34815', 'monster_code': 'GR3', 'monster_name': 'Griffon', 'level': 2.0}]",1,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","[('Monk', 13), ('Barbarian', 1)]","['Monk', 'Barbarian']","[(0, 89)]",[14],[5],[17],[14],[13],[11],[14],[15],"['Griffon', 'Griffon', 'Griffon', 'Griffon', 'Griffon']",5,10,14,0,0,0,0,0,0,0,0,0,14,89,0,0.00,5,17,14,13,11,14,15,0.2,5,0,0,0,0,0,0,0,1,0,0,1,0,0,20,0
1665043606-0819e51e-9035-4477-bb1f-a0f49cbfcd9a,1665043606.7888806,"['136705215257005034', '385982000258793263']","[{'hp_ratio': (0, 38), 'class': [('Rogue', 4), ('Cleric', 1)], 'slots': {'1': 2, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'max_slots': {'1': 2, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'ac': 14, 'stats': {'prof_bonus': 3, 'strength': 12, 'dexterity': 18, 'constitution': 14, 'intelligence': 13, 'wisdom': 14, 'charisma': 10}}, {'hp_ratio': (0, 83), 'class': [('Bard', 8)], 'slots': {'1': 4, '2': 3, '3': 3, '4': 2, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'max_slots': {'1': 4, '2': 3, '3': 3, '4': 2, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'ac': 16, 'stats': {'prof_bonus': 3, 'strength': 9, 'dexterity': 18, 'constitution': 16, 'intelligence': 10, 'wisdom': 10, 'charisma': 20}}]","[{'monster_id': '2eb97e54-fda0-4e92-bba0-71e71ef0b253', 'monster_code': 'AL1', 'monster_name': 'Alhoon', 'level': 10.0}]",2,"{'1': 6, '2': 3, '3': 3, '4': 2, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","{'1': 6, '2': 3, '3': 3, '4': 2, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","[('Rogue', 4), ('Cleric', 1), ('Bard', 8)]","['Rogue', 'Cleric', 'Bard']","[(0, 38), (0, 83)]","[14, 16]","[3, 3]","[12, 9]","[18, 18]","[14, 16]","[13, 10]","[14, 10]","[10, 20]",['Alhoon'],1,10,13,6,3,3,2,0,0,0,0,0,30,121,0,0.00,6,21,36,30,23,24,30,2,0.5,0,0,1,1,0,0,0,0,0,0,0,1,0,10,271
1659671579-d73c7105-6878-43ef-a4c4-801f0c90a526,1659671579.472918,['176588704091156599'],"[{'hp_ratio': (0, 87), 'class': [('Monk', 12)], 'slots': {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'max_slots': {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'ac': 20, 'stats': {'prof_bonus': 4, 'strength': 14, 'dexterity': 14, 'constitution': 14, 'intelligence': 14, 'wisdom': 20, 'charisma': 11}}]","[{'monster_id': 'd8fa5eed-ccf0-49a2-9ce3-3743c39284bd', 'monster_code': 'The one who will whip your ass', 'monster_name': 'Bakari, Ancient', 'level': 21.0}]",1,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","[('Monk', 12)]",['Monk'],"[(0, 87)]",[20],[4],[14],[14],[14],[14],[20],[11],"['Bakari, Ancient']",1,21,12,0,0,0,0,0,0,0,0,0,20,87,0,0.00,4,14,14,14,14,20,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0
1666271237-3a24305c-cf23-4aa2-841e-41e48f62d424,1666271237.086009,['321444462285149813'],"[{'hp_ratio': (0, 24), 'class': [('Warlock', 3)], 'slots': {'1': 0, '2': 2, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'max_slots': {'1': 0, '2': 2, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'ac': 12, 'stats': {'prof_bonus': 2, 'strength': 8, 'dexterity': 15, 'constitution': 15, 'intelligence': 10, 'wisdom': 10, 'charisma': 17}}]","[{'monster_id': 'f464723c-8352-4321-bd64-e60adf25bc84', 'monster_code': 'MA1', 'monster_name': 'Mage', 'level': 6.0}]",1,"{'1': 0, '2': 2, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","{'1': 0, '2': 2, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","[('Warlock', 3)]",['Warlock'],"[(0, 24)]",[12],[2],[8],[15],[15],[10],[10],[17],['Mage'],1,6,3,0,2,0,0,0,0,0,0,0,12,24,0,0.00,2,8,15,15,10,10,17,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,34
1667139263-9b0f9a54-8e10-48e9-9ca4-a6199527d82f,1667139263.335071,['163631059791733886'],"[{'hp_ratio': (0, 43), 'class': [('Cleric', 5)], 'slots': {'1': 4, '2': 3, '3': 2, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'max_slots': {'1': 4, '2': 3, '3': 2, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'ac': 16, 'stats': {'prof_bonus': 3, 'strength': 16, 'dexterity': 14, 'constitution': 16, 'intelligence': 10, 'wisdom': 16, 'charisma': 12}}]","[{'monster_id': '7b599fd6-86bc-4c79-8d9a-2469d437e87f', 'monster_code': 'GU1', 'monster_name': 'Guard', 'level': 0.125}]",1,"{'1': 4, '2': 3, '3': 2, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","{'1': 4, '2': 3, '3': 2, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","[('Cleric', 5)]",['Cleric'],"[(0, 43)]",[16],[3],[16],[14],[16],[10],[16],[12],['Guard'],1,0.125,5,4,3,2,0,0,0,0,0,0,16,43,0,0.00,3,16,14,16,10,16,12,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,139
1658830508-615ad68d-d57f-4c73-85c6-a35ee2e0d1d5,1658830508.7628076,"['119662257493094781', '259819244358414962']","[{'hp_ratio': (0, 36), 'class': [('Ranger', 4)], 'slots': {'1': 2, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'max_slots': {'1': 3, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'ac': 18, 'stats': {'prof_bonus': 2, 'strength': 8, 'dexterity': 20, 'constitution': 14, 'intelligence': 11, 'wisdom': 16, 'charisma': 12}}, {'hp_ratio': (0, 56), 'class': [('Fighter', 4), ('Cleric', 2)], 'slots': {'1': 3, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'max_slots': {'1': 3, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'ac': 18, 'stats': {'prof_bonus': 3, 'strength': 11, 'dexterity': 18, 'constitution': 17, 'intelligence': 12, 'wisdom': 14, 'charisma': 9}}]","[{'monster_id': '0eadf5b4-258e-408d-8160-40d3ff16df6f', 'monster_code': 'Shrubicus Maximus', 'monster_name': 'Awakened Tree', 'level': 2.0}, {'monster_id': 'dc0351ca-4e1c-401d-9be3-db57d2035575', 'monster_code': 'Neo Shrub MK2', 'monster_name': 'Tree Blight', 'level': 7.0}]",2,"{'1': 5, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","{'1': 6, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","[('Ranger', 4), ('Fighter', 4), ('Cleric', 2)]","['Ranger', 'Fighter', 'Cleric']","[(0, 36), (0, 56)]","[18, 18]","[2, 3]","[8, 11]","[20, 18]","[14, 17]","[11, 12]","[16, 14]","[12, 9]","['Awakened Tree', 'Tree Blight']",2,9,10,5,0,0,0,0,0,0,0,0,36,92,0,0.00,5,19,38,31,23,30,21,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,13.5,30
1667069406-e866dc8a-88a4-4dbf-89b1-5dce865c3b41,1667069406.905018,['215791795276174378'],"[{'hp_ratio': (0, 17), 'class': [('Wizard', 2), ('Barbarian', 1)], 'slots': {'1': 3, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'max_slots': {'1': 3, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}, 'ac': 14, 'stats': {'prof_bonus': 2, 'strength': 16, 'dexterity': 18, 'constitution': 10, 'intelligence': 14, 'wisdom': 13, 'charisma': 11}}]","[{'monster_id': '9573ac96-8f49-4186-b03a-4b3d5bbcbfc8', 'monster_code': 'GU1', 'monster_name': 'Guard', 'level': 0.125}, {'monster_id': '7660ac2b-9481-4912-91b4-f6772b0029e8', 'monster_code': 'GU2', 'monster_name': 'Guard', 'level': 0.125}]",1,"{'1': 3, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","{'1': 3, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0}","[('Wizard', 2), ('Barbarian', 1)]","['Wizard', 'Barbarian']","[(0, 17)]",[14],[2],[16],[18],[10],[14],[13],[11],"['Guard', 'Guard']",2,0.25,3,3,0,0,0,0,0,0,0,0,14,17,0,0.00,2,16,18,10,14,13,11,0.5,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0.375,18
